OBJECTID,TypeCode,LandUseTyp,Street,Price,ARPrice,ORPrice
51038,NNO,Existing Residential,Nguyen Cu Trinh,643.51,0,0
51039,NNO,Existing Residential, ,0,0,0
51040,NNO,Existing Residential, ,0,0,0
51041,NNO,Existing Residential, ,0,0,0
51042,NNO,Existing Residential, ,0,0,0
51043,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51044,NNO,Existing Residential, ,0,0,0
51045,NNO,Existing Residential, ,0,0,0
51046,NNO,Existing Residential, ,0,0,0
51047,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51048,NNO,Existing Residential, ,0,0,0
51049,NNO,Existing Residential, ,0,0,0
51050,NNO,Existing Residential, ,0,0,0
51051,NNO,Existing Residential, ,0,0,0
51052,NNO,Existing Residential, ,0,0,0
51053,NNO,Existing Residential, ,0,0,0
51054,NNO,Existing Residential, ,0,0,0
51055,NNO,Existing Residential, ,0,0,0
51056,NNO,Existing Residential, ,0,0,0
51057,NNO,Existing Residential, ,0,0,0
51058,NNO,Existing Residential,Nguyen Cu Trinh,643.51,0,0
51059,NNO,Existing Residential, ,0,0,0
51060,NNO,Existing Residential, ,0,0,0
51061,NNO,Existing Residential, ,0,0,0
51062,NNO,Existing Residential,Co Giang,480.26,0,0
51063,NNO,Existing Residential, ,0,0,0
51064,NNO,Existing Residential, ,0,0,0
51065,NNO,Existing Residential, ,0,0,0
51066,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51067,NNO,Existing Residential, ,0,0,0
51068,NNO,Existing Residential, ,0,0,0
51069,NNO,Existing Residential, ,0,0,0
51070,NNO,Existing Residential, ,0,0,0
51071,NNO,Existing Residential, ,0,0,0
51072,NNO,Existing Residential, ,0,0,0
51073,NNO,Existing Residential, ,0,0,0
51074,NNO,Existing Residential, ,0,0,0
51075,NNO,Existing Residential,Calmette,444.37,0,0
51076,NNO,Existing Residential, ,0,0,0
51077,NNO,Existing Residential,Nguyen Cu Trinh,643.51,0,0
51078,NNO,Existing Residential, ,0,0,0
51079,NNO,Existing Residential, ,0,0,0
51080,NNO,Existing Residential, ,0,0,0
51081,NNO,Existing Residential, ,0,0,0
51082,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51083,NNO,Existing Residential, ,0,0,0
51084,NNO,Existing Residential, ,0,0,0
51085,NNO,Existing Residential, ,0,0,0
51086,NNO,Existing Residential, ,0,0,0
51087,NNO,Existing Residential,Bui Thi Xuan,460,0,0
51088,NNO,Existing Residential, ,0,0,0
51089,NNO,Existing Residential, ,0,0,0
51090,NNO,Existing Residential, ,0,0,0
51091,NNO,Existing Residential, ,0,0,0
51092,CCDT,Vissan, ,0,0,0
51093,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51094,NNO,Existing Residential,Ton That Tung,420,0,0
51095,NNO,Existing Residential,Calmette,444.37,0,0
51096,NNO,Existing Residential, ,0,0,0
51097,NNO,Existing Residential,Nguyen Cu Trinh,643.51,0,0
51098,NNO,Existing Residential, ,0,0,0
51099,NNO,Existing Residential, ,0,0,0
51100,NNO,Existing Residential, ,0,0,0
51101,NNO,Existing Residential, ,0,0,0
51102,NNO,Existing Residential, ,0,0,0
51103,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51104,NNO,Existing Residential, ,0,0,0
51105,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51106,NNO,Existing Residential, ,0,0,0
51107,NNO,Existing Residential, ,0,0,0
51108,NNO,Existing Residential,Pham Ngu Lao,648.98,0,0
51109,NNO,Existing Residential,Nguyen Trai,1459.47,0,0
51110,NNO,Existing Residential, ,0,0,0
51111,NNO,Existing Residential,Le Lai,1023.74,0,0
51112,NNO,Existing Residential, ,0,0,0
51113,CQCT,Office, ,0,0,0
51114,NNO,Existing Residential, ,0,0,0
51115,NNO,Existing Residential, ,0,0,0
51116,NNO,Existing Residential, ,0,0,0
51117,NNO,Existing Residential, ,0,0,0
51118,NNO,Existing Residential, ,0,0,0
51119,NNO,Existing Residential, ,0,0,0
51120,NNO,Existing Residential, ,0,0,0
51121,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51122,NNO,Existing Residential, ,0,0,0
51123,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51124,NNO,Existing Residential, ,0,0,0
51125,NNO,Existing Residential, ,0,0,0
51126,NNO,Existing Residential, ,0,0,0
51127,NNO,Existing Residential, ,0,0,0
51128,NNO,Existing Residential, ,0,0,0
51129,NNO,Existing Residential,Le Thi Rieng,707.24,0,0
51130,NNO,Existing Residential,Bui Vien,1390.23,0,0
51131,NNO,Existing Residential,Le Lai,1023.74,0,0
51132,HH,Complex, ,0,0,0
51133,NNO,Existing Residential, ,0,0,0
51134,NNO,Existing Residential,Calmette,444.37,0,0
51135,NNO,Existing Residential, ,0,0,0
51136,NNO,Existing Residential,Nguyen Cu Trinh,643.51,0,0
51137,NNO,Existing Residential, ,0,0,0
51138,NNO,Existing Residential, ,0,0,0
51139,NNO,Existing Residential,Co Bac,260,0,0
51140,NNO,Existing Residential,Co Giang,480.26,0,0
51141,NNO,Existing Residential, ,0,0,0
51142,NNO,Existing Residential, ,0,0,0
51143,NNO,Existing Residential,Nguyen Thai Hoc,291.36,0,0
51144,NNO,Existing Residential, ,0,0,0
51145,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51146,NNO,Existing Residential, ,0,0,0
51147,NNO,Existing Residential, ,0,0,0
51148,NNO,Existing Residential, ,0,0,0
51149,NNO,Existing Residential, ,0,0,0
51150,NNO,Existing Residential, ,0,0,0
51151,NNO,Existing Residential, ,0,0,0
51152,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51153,CQCT,Office, ,0,0,0
51154,NNO,Existing Residential,Calmette,444.37,0,0
51155,NNO,Existing Residential, ,0,0,0
51156,NNO,Existing Residential,Nguyen Cu Trinh,643.51,0,0
51157,NNO,Existing Residential, ,0,0,0
51158,NNO,Existing Residential, ,0,0,0
51159,NNO,Existing Residential, ,0,0,0
51160,NNO,Existing Residential, ,0,0,0
51161,NNO,Existing Residential, ,0,0,0
51162,NNO,Existing Residential, ,0,0,0
51163,NNO,Existing Residential, ,0,0,0
51164,NNO,Existing Residential, ,0,0,0
51165,NNO,Existing Residential, ,0,0,0
51166,NNO,Existing Residential, ,0,0,0
51167,NNO,Existing Residential, ,0,0,0
51168,TGDT,Religious, ,0,0,0
51169,NNO,Existing Residential, ,0,0,0
51170,NNO,Existing Residential, ,0,0,0
51171,NNO,Existing Residential, ,0,0,0
51172,NNO,Existing Residential, ,0,0,0
51173,CQCT,Office, ,0,0,0
51174,NNO,Existing Residential,Calmette,444.37,0,0
51175,NNO,Existing Residential, ,0,0,0
51176,NNO,Existing Residential,Nguyen Cu Trinh,643.51,0,0
51177,NNO,Existing Residential, ,0,0,0
51178,NNO,Existing Residential, ,0,0,0
51179,NNO,Existing Residential, ,0,0,0
51180,NNO,Existing Residential, ,0,0,0
51181,NNO,Existing Residential, ,0,0,0
51182,NNO,Existing Residential, ,0,0,0
51183,NNO,Existing Residential,Nguyen Thai Hoc,291.36,0,0
51184,NNO,Existing Residential, ,0,0,0
51185,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51186,NNO,Existing Residential, ,0,0,0
51187,NNO,Existing Residential, ,0,0,0
51188,NNO,Existing Residential, ,0,0,0
51189,NNO,Existing Residential, ,0,0,0
51190,NNO,Existing Residential, ,0,0,0
51191,NNO,Existing Residential,Le Lai,1023.74,0,0
51192,NNO,Existing Residential, ,0,0,0
51193,HH,Complex, ,0,0,0
51194,NNO,Existing Residential,Calmette,444.37,0,0
51195,NNO,Existing Residential, ,0,0,0
51196,NNO,Existing Residential,Tran Hung Dao,435.71,0,0
51197,NNO,Existing Residential, ,0,0,0
51198,NNO,Existing Residential, ,0,0,0
51199,NNO,Existing Residential, ,0,0,0
51200,NNO,Existing Residential, ,0,0,0
51201,NNO,Existing Residential,Ho Hao Hon,220,0,0
51202,NNO,Existing Residential, ,0,0,0
51203,NNO,Existing Residential,Nguyen Thai Hoc,291.36,0,0
51204,NNO,Existing Residential, ,0,0,0
51205,NNO,Existing Residential, ,0,0,0
51206,NNO,Existing Residential,Bui Thi Xuan,460,0,0
51207,NNO,Existing Residential, ,0,0,0
51208,NNO,Existing Residential, ,0,0,0
51209,NNO,Existing Residential,Nguyen Trai,1459.47,0,0
51210,NNO,Existing Residential,Bui Vien,1390.23,0,0
51211,NNO,Existing Residential, ,0,0,0
51212,NNO,Existing Residential, ,0,0,0
51213,CQCT,Power Service Company in Ho Chi Minh City Construction Team & Edit Grid 3, ,0,0,0
51214,NNO,Existing Residential,Calmette,444.37,0,0
51215,NNO,Existing Residential, ,0,0,0
51216,NNO,Existing Residential,Tran Hung Dao,435.71,0,0
51217,NNO,Existing Residential, ,0,0,0
51218,NNO,Existing Residential, ,0,0,0
51219,NNO,Existing Residential, ,0,0,0
51220,NNO,Existing Residential, ,0,0,0
51221,NNO,Existing Residential,Ho Hao Hon,220,0,0
51222,NNO,Existing Residential, ,0,0,0
51223,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51224,NNO,Existing Residential, ,0,0,0
51225,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51226,NNO,Existing Residential, ,0,0,0
51227,NNO,Existing Residential, ,0,0,0
51228,NNO,Existing Residential,Pham Ngu Lao,648.98,0,0
51229,NNO,Existing Residential, ,0,0,0
51230,NNO,Existing Residential, ,0,0,0
51231,NNO,Existing Residential, ,0,0,0
51232,NNO,Existing Residential, ,0,0,0
51233,HH,Complex, ,0,0,0
51234,NNO,Existing Residential,Calmette,444.37,0,0
51235,NNO,Existing Residential, ,0,0,0
51236,NNO,Existing Residential,Tran Hung Dao,435.71,0,0
51237,NNO,Existing Residential, ,0,0,0
51238,NNO,Existing Residential, ,0,0,0
51239,NNO,Existing Residential, ,0,0,0
51240,NNO,Existing Residential,Co Giang,480.26,0,0
51241,NNO,Existing Residential, ,0,0,0
51242,NNO,Existing Residential, ,0,0,0
51243,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51244,NNO,Existing Residential, ,0,0,0
51245,NNO,Existing Residential, ,0,0,0
51246,NNO,Existing Residential, ,0,0,0
51247,NNO,Existing Residential, ,0,0,0
51248,NNO,Existing Residential,Pham Ngu Lao,648.98,0,0
51249,NNO,Existing Residential, ,0,0,0
51250,NNO,Existing Residential, ,0,0,0
51251,NNO,Existing Residential,Le Lai,1023.74,0,0
51252,NNO,Existing Residential, ,0,0,0
51253,NNO,Existing Residential,Nguyen Van Cu,391.18,0,0
51254,NNO,Existing Residential, ,0,0,0
51255,NNO,Existing Residential, ,0,0,0
51256,CQCT,Office, ,0,0,0
51257,NNO,Existing Residential, ,0,0,0
51258,NNO,Existing Residential, ,0,0,0
51259,NNO,Existing Residential, ,0,0,0
51260,NNO,Existing Residential, ,0,0,0
51261,NNO,Existing Residential, ,0,0,0
51262,NNO,Existing Residential, ,0,0,0
51263,NNO,Existing Residential, ,0,0,0
51264,NNO,Existing Residential, ,0,0,0
51265,NNO,Existing Residential, ,0,0,0
51266,NNO,Existing Residential,Bui Thi Xuan,460,0,0
51267,NNO,Existing Residential, ,0,0,0
51268,NNO,Existing Residential, ,0,0,0
51269,NNO,Existing Residential,Le Thi Rieng,707.24,0,0
51270,NNO,Existing Residential, ,0,0,0
51271,NNO,Existing Residential, ,0,0,0
51272,NNO,Existing Residential, ,0,0,0
51273,NNO,Existing Residential,Nguyen Van Cu,391.18,0,0
51274,NNO,Existing Residential, ,0,0,0
51275,NNO,Existing Residential, ,0,0,0
51276,NNO,Existing Residential,Tran Hung Dao,435.71,0,0
51277,NNO,Existing Residential, ,0,0,0
51278,NNO,Existing Residential, ,0,0,0
51279,NNO,Existing Residential, ,0,0,0
51280,NNO,Existing Residential, ,0,0,0
51281,NNO,Existing Residential,Ho Hao Hon,220,0,0
51282,NNO,Existing Residential, ,0,0,0
51283,NNO,Existing Residential, ,0,0,0
51284,NNO,Existing Residential, ,0,0,0
51285,NNO,Existing Residential, ,0,0,0
51286,NNO,Existing Residential, ,0,0,0
51287,NNO,Existing Residential, ,0,0,0
51288,NNO,Existing Residential, ,0,0,0
51289,NNO,Existing Residential, ,0,0,0
51290,NNO,Existing Residential, ,0,0,0
51291,NNO,Existing Residential, ,0,0,0
51292,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51293,CQCT,Vietcombank, ,0,0,0
51294,NNO,Existing Residential, ,0,0,0
51295,NNO,Existing Residential, ,0,0,0
51296,NNO,Existing Residential,Tran Hung Dao,435.71,0,0
51297,NNO,Existing Residential, ,0,0,0
51298,NNO,Existing Residential, ,0,0,0
51299,NNO,Existing Residential, ,0,0,0
51300,NNO,Existing Residential, ,0,0,0
51301,NNO,Existing Residential,Ho Hao Hon,220,0,0
51302,NNO,Existing Residential, ,0,0,0
51303,NNO,Existing Residential,Nguyen Thai Hoc,291.36,0,0
51304,NNO,Existing Residential, ,0,0,0
51305,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51306,NNO,Existing Residential, ,0,0,0
51307,NNO,Existing Residential, ,0,0,0
51308,NNO,Existing Residential, ,0,0,0
51309,NNO,Existing Residential, ,0,0,0
51310,NNO,Existing Residential, ,0,0,0
51311,NNO,Existing Residential, ,0,0,0
51312,NNO,Existing Residential, ,0,0,0
51313,NNO,Existing Residential,Tran Hung Dao,435.71,0,0
51314,NNO,Existing Residential, ,0,0,0
51315,NNO,Existing Residential, ,0,0,0
51316,NNO,Existing Residential,Cao Ba Nha,331,0,0
51317,NNO,Existing Residential, ,0,0,0
51318,NNO,Existing Residential, ,0,0,0
51319,NNO,Existing Residential, ,0,0,0
51320,NNO,Existing Residential, ,0,0,0
51321,NNO,Existing Residential, ,0,0,0
51322,NNO,Existing Residential, ,0,0,0
51323,NNO,Existing Residential,Nguyen Thai Hoc,291.36,0,0
51324,NNO,Existing Residential, ,0,0,0
51325,NNO,Existing Residential, ,0,0,0
51326,NNO,Existing Residential, ,0,0,0
51327,NNO,Existing Residential, ,0,0,0
51328,NNO,Existing Residential, ,0,0,0
51329,NNO,Existing Residential, ,0,0,0
51330,NNO,Existing Residential,Bui Vien,0,0,0
51331,NNO,Existing Residential,Le Lai,1023.74,0,0
51332,NNO,Existing Residential, ,0,0,0
51333,TGDT,Religious, ,0,0,0
51334,NNO,Existing Residential, ,0,0,0
51335,NNO,Existing Residential, ,0,0,0
51336,NNO,Existing Residential,Tran Hung Dao,435.71,0,0
51337,NNO,Existing Residential, ,0,0,0
51338,NNO,Existing Residential, ,0,0,0
51339,NNO,Existing Residential, ,0,0,0
51340,NNO,Existing Residential, ,0,0,0
51341,NNO,Existing Residential,Ho Hao Hon,220,0,0
51342,NNO,Existing Residential, ,0,0,0
51343,NNO,Existing Residential, ,0,0,0
51344,NNO,Existing Residential, ,0,0,0
51345,NNO,Existing Residential, ,0,0,0
51346,NNO,Existing Residential, ,0,0,0
51347,NNO,Existing Residential, ,0,0,0
51348,NNO,Existing Residential, ,0,0,0
51349,NNO,Existing Residential, ,0,0,0
51350,NNO,Existing Residential, ,0,0,0
51351,NNO,Existing Residential, ,0,0,0
51352,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51353,CQCT,Office, ,0,0,0
51354,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51355,NNO,Existing Residential, ,0,0,0
51356,NNO,Existing Residential,Tran Hung Dao,435.71,0,0
51357,NNO,Existing Residential, ,0,0,0
51358,NNO,Existing Residential, ,0,0,0
51359,NNO,Existing Residential, ,0,0,0
51360,NNO,Existing Residential, ,0,0,0
51361,NNO,Existing Residential,Ho Hao Hon,220,0,0
51362,NNO,Existing Residential, ,0,0,0
51363,NNO,Existing Residential,Nguyen Thai Hoc,291.36,0,0
51364,NNO,Existing Residential, ,0,0,0
51365,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51366,NNO,Existing Residential, ,0,0,0
51367,NNO,Existing Residential, ,0,0,0
51368,NNO,Existing Residential, ,0,0,0
51369,NNO,Existing Residential, ,0,0,0
51370,NNO,Existing Residential, ,0,0,0
51371,NNO,Existing Residential, ,0,0,0
51372,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51373,CQCT,Apartment 381 Chuong Duong, ,0,0,0
51374,NNO,Existing Residential, ,0,0,0
51375,NNO,Existing Residential, ,0,0,0
51376,NNO,Existing Residential,Cao Ba Nha,331,0,0
51377,NNO,Existing Residential, ,0,0,0
51378,NNO,Existing Residential, ,0,0,0
51379,NNO,Existing Residential, ,0,0,0
51380,NNO,Existing Residential, ,0,0,0
51381,NNO,Existing Residential, ,0,0,0
51382,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51383,NNO,Existing Residential, ,0,0,0
51384,NNO,Existing Residential, ,0,0,0
51385,NNO,Existing Residential, ,0,0,0
51386,NNO,Existing Residential, ,0,0,0
51387,NNO,Existing Residential,Pham Ngu Lao,648.98,0,0
51388,NNO,Existing Residential, ,0,0,0
51389,NNO,Existing Residential, ,0,0,0
51390,NNO,Existing Residential, ,0,0,0
51391,NNO,Existing Residential, ,0,0,0
51392,CQCT,Office, ,0,0,0
51393,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51394,NNO,Existing Residential, ,0,0,0
51395,NNO,Existing Residential,Cao Ba Nha,331,0,0
51396,NNO,Existing Residential, ,0,0,0
51397,NNO,Existing Residential, ,0,0,0
51398,NNO,Existing Residential, ,0,0,0
51399,NNO,Existing Residential, ,0,0,0
51400,NNO,Existing Residential,Co Bac,260,0,0
51401,NNO,Existing Residential, ,0,0,0
51402,NNO,Existing Residential, ,0,0,0
51403,NNO,Existing Residential, ,0,0,0
51404,NNO,Existing Residential, ,0,0,0
51405,NNO,Existing Residential, ,0,0,0
51406,NNO,Existing Residential, ,0,0,0
51407,NNO,Existing Residential,Le Thi Rieng,707.24,0,0
51408,NNO,Existing Residential, ,0,0,0
51409,NNO,Existing Residential,Le Lai,1023.74,0,0
51410,NNO,Existing Residential, ,0,0,0
51411,CQCT,Office, ,0,0,0
51412,NNO,Existing Residential, ,0,0,0
51413,NNO,Existing Residential, ,0,0,0
51414,NNO,Existing Residential,Cao Ba Nha,331,0,0
51415,NNO,Existing Residential, ,0,0,0
51416,NNO,Existing Residential, ,0,0,0
51417,NNO,Existing Residential, ,0,0,0
51418,NNO,Existing Residential, ,0,0,0
51419,NNO,Existing Residential, ,0,0,0
51420,NNO,Existing Residential, ,0,0,0
51421,NNO,Existing Residential, ,0,0,0
51422,NNO,Existing Residential, ,0,0,0
51423,NNO,Existing Residential, ,0,0,0
51424,NNO,Existing Residential,Bui Thi Xuan,460,0,0
51425,NNO,Existing Residential, ,0,0,0
51426,NNO,Existing Residential, ,0,0,0
51427,NNO,Existing Residential, ,0,0,0
51428,NNO,Existing Residential, ,0,0,0
51429,NNO,Existing Residential,Le Lai,1023.74,0,0
51430,NNO,Existing Residential, ,0,0,0
51431,CQCT,Office, ,0,0,0
51432,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51433,NNO,Existing Residential, ,0,0,0
51434,NNO,Existing Residential,Cao Ba Nha,331,0,0
51435,NNO,Existing Residential, ,0,0,0
51436,NNO,Existing Residential, ,0,0,0
51437,NNO,Existing Residential, ,0,0,0
51438,NNO,Existing Residential,Ho Hao Hon,220,0,0
51439,NNO,Existing Residential, ,0,0,0
51440,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51441,NNO,Existing Residential, ,0,0,0
51442,NNO,Existing Residential, ,0,0,0
51443,NNO,Existing Residential, ,0,0,0
51444,NNO,Existing Residential, ,0,0,0
51445,NNO,Existing Residential, ,0,0,0
51446,NNO,Existing Residential, ,0,0,0
51447,NNO,Existing Residential, ,0,0,0
51448,NNO,Existing Residential, ,0,0,0
51449,NNO,Existing Residential, ,0,0,0
51450,CQCT,Office, ,0,0,0
51451,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51452,NNO,Existing Residential, ,0,0,0
51453,NNO,Existing Residential,Cao Ba Nha,331,0,0
51454,NNO,Existing Residential, ,0,0,0
51455,NNO,Existing Residential, ,0,0,0
51456,NNO,Existing Residential, ,0,0,0
51457,NNO,Existing Residential, ,0,0,0
51458,NNO,Existing Residential, ,0,0,0
51459,NNO,Existing Residential, ,0,0,0
51460,NNO,Existing Residential, ,0,0,0
51461,NNO,Existing Residential, ,0,0,0
51462,NNO,Existing Residential, ,0,0,0
51463,NNO,Existing Residential, ,0,0,0
51464,NNO,Existing Residential, ,0,0,0
51465,NNO,Existing Residential, ,0,0,0
51466,NNO,Existing Residential, ,0,0,0
51467,NNO,Existing Residential, ,0,0,0
51468,NNO,Existing Residential, ,0,0,0
51469,NNO,Existing Residential, ,0,0,0
51470,CQCT,Company Limited Commercial Minh Hung Phat, ,0,0,0
51471,NNO,Existing Residential, ,0,0,0
51472,NNO,Existing Residential, ,0,0,0
51473,NNO,Existing Residential,Cao Ba Nha,331,0,0
51474,NNO,Existing Residential, ,0,0,0
51475,NNO,Existing Residential, ,0,0,0
51476,NNO,Existing Residential, ,0,0,0
51477,NNO,Existing Residential, ,0,0,0
51478,NNO,Existing Residential, ,0,0,0
51479,NNO,Existing Residential, ,0,0,0
51480,NNO,Existing Residential, ,0,0,0
51481,NNO,Existing Residential, ,0,0,0
51482,NNO,Existing Residential, ,0,0,0
51483,NNO,Existing Residential, ,0,0,0
51484,NNO,Existing Residential, ,0,0,0
51485,NNO,Existing Residential, ,0,0,0
51486,NNO,Existing Residential, ,0,0,0
51487,NNO,Existing Residential, ,0,0,0
51488,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51489,CCDT,Administrative, ,0,0,0
51490,NNO,Existing Residential, ,0,0,0
51491,NNO,Existing Residential, ,0,0,0
51492,NNO,Existing Residential,Cao Ba Nha,331,0,0
51493,NNO,Existing Residential, ,0,0,0
51494,NNO,Existing Residential, ,0,0,0
51495,NNO,Existing Residential, ,0,0,0
51496,NNO,Existing Residential, ,0,0,0
51497,NNO,Existing Residential, ,0,0,0
51498,NNO,Existing Residential, ,0,0,0
51499,NNO,Existing Residential,Nguyen Thai Hoc,291.36,0,0
51500,NNO,Existing Residential, ,0,0,0
51501,NNO,Existing Residential, ,0,0,0
51502,NNO,Existing Residential, ,0,0,0
51503,NNO,Existing Residential, ,0,0,0
51504,NNO,Existing Residential, ,0,0,0
51505,NNO,Existing Residential, ,0,0,0
51506,NNO,Existing Residential, ,0,0,0
51507,NNO,Existing Residential,Le Lai,1023.74,0,0
51508,NNO,Existing Residential, ,0,0,0
51509,CCDT,Administrative, ,0,0,0
51510,NNO,Existing Residential, ,0,0,0
51511,NNO,Existing Residential, ,0,0,0
51512,NNO,Existing Residential,Cao Ba Nha,331,0,0
51513,NNO,Existing Residential, ,0,0,0
51514,NNO,Existing Residential, ,0,0,0
51515,NNO,Existing Residential, ,0,0,0
51516,NNO,Existing Residential, ,0,0,0
51517,NNO,Existing Residential, ,0,0,0
51518,NNO,Existing Residential, ,0,0,0
51519,NNO,Existing Residential,Vo Van Kiet,433.43,0,0
51520,NNO,Existing Residential, ,0,0,0
51521,NNO,Existing Residential, ,0,0,0
51522,NNO,Existing Residential, ,0,0,0
51523,NNO,Existing Residential, ,0,0,0
51524,NNO,Existing Residential,Pham Ngu Lao,648.98,0,0
51525,NNO,Existing Residential, ,0,0,0
51526,NNO,Existing Residential, ,0,0,0
51527,NNO,Existing Residential,Le Lai,1023.74,0,0
51528,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51529,CQCT,Office, ,0,0,0
51530,NNO,Existing Residential, ,0,0,0
51531,NNO,Existing Residential, ,0,0,0
51532,NNO,Existing Residential, ,0,0,0
51533,NNO,Existing Residential, ,0,0,0
51534,NNO,Existing Residential, ,0,0,0
51535,NNO,Existing Residential, ,0,0,0
51536,NNO,Existing Residential, ,0,0,0
51537,NNO,Existing Residential,Ho Hao Hon,220,0,0
51538,NNO,Existing Residential, ,0,0,0
51539,NNO,Existing Residential, ,0,0,0
51540,NNO,Existing Residential, ,0,0,0
51541,NNO,Existing Residential, ,0,0,0
51542,NNO,Existing Residential, ,0,0,0
51543,NNO,Existing Residential, ,0,0,0
51544,NNO,Existing Residential, ,0,0,0
51545,NNO,Existing Residential, ,0,0,0
51546,NNO,Existing Residential, ,0,0,0
51547,NNO,Existing Residential, ,0,0,0
51548,HH,Complex, ,0,0,0
51549,GD,Chuong Duong Primary school, ,0,0,0
51550,NNO,Existing Residential, ,0,0,0
51551,NNO,Existing Residential, ,0,0,0
51552,NNO,Existing Residential,Cao Ba Nha,331,0,0
51553,NNO,Existing Residential, ,0,0,0
51554,NNO,Existing Residential, ,0,0,0
51555,NNO,Existing Residential, ,0,0,0
51556,NNO,Existing Residential, ,0,0,0
51557,NNO,Existing Residential,Ho Hao Hon,220,0,0
51558,NNO,Existing Residential, ,0,0,0
51559,NNO,Existing Residential, ,0,0,0
51560,NNO,Existing Residential, ,0,0,0
51561,NNO,Existing Residential, ,0,0,0
51562,NNO,Existing Residential, ,0,0,0
51563,NNO,Existing Residential, ,0,0,0
51564,NNO,Existing Residential, ,0,0,0
51565,NNO,Existing Residential, ,0,0,0
51566,NNO,Existing Residential,Bui Vien,1390.23,0,0
51567,NNO,Existing Residential, ,0,0,0
51568,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51569,CCDT,Service - Commercial, ,0,0,0
51570,NNO,Existing Residential, ,0,0,0
51571,NNO,Existing Residential, ,0,0,0
51572,NNO,Existing Residential, ,0,0,0
51573,NNO,Existing Residential, ,0,0,0
51574,NNO,Existing Residential, ,0,0,0
51575,NNO,Existing Residential, ,0,0,0
51576,NNO,Existing Residential, ,0,0,0
51577,NNO,Existing Residential, ,0,0,0
51578,NNO,Existing Residential,Co Bac,260,0,0
51579,NNO,Existing Residential, ,0,0,0
51580,NNO,Existing Residential, ,0,0,0
51581,NNO,Existing Residential,Nguyen Canh Chan,310,0,0
51582,NNO,Existing Residential, ,0,0,0
51583,NNO,Existing Residential, ,0,0,0
51584,CQCT,Transaction Office 317 Pham Ngu Lao Futa Express, ,0,0,0
51585,NNO,Existing Residential, ,0,0,0
51586,NNO,Existing Residential, ,0,0,0
51587,NNO,Existing Residential, ,0,0,0
51588,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51589,CCDT,Service - Commercial, ,0,0,0
51590,NNO,Existing Residential, ,0,0,0
51591,NNO,Existing Residential, ,0,0,0
51592,NNO,Existing Residential, ,0,0,0
51593,NNO,Existing Residential, ,0,0,0
51594,NNO,Existing Residential, ,0,0,0
51595,NNO,Existing Residential, ,0,0,0
51596,NNO,Existing Residential, ,0,0,0
51597,NNO,Existing Residential, ,0,0,0
51598,NNO,Existing Residential, ,0,0,0
51599,NNO,Existing Residential, ,0,0,0
51600,NNO,Existing Residential, ,0,0,0
51601,NNO,Existing Residential, ,0,0,0
51602,NNO,Existing Residential, ,0,0,0
51603,NNO,Existing Residential, ,0,0,0
51604,NNO,Existing Residential, ,0,0,0
51605,NNO,Existing Residential, ,0,0,0
51606,NNO,Existing Residential, ,0,0,0
51607,NNO,Existing Residential,Le Lai,1023.74,0,0
51608,NNO,Existing Residential,Nguyen Cong Tru,207.32,0,0
51609,HH,Complex, ,0,0,0
51610,NNO,Existing Residential, ,0,0,0
51611,NNO,Existing Residential, ,0,0,0
51612,NNO,Existing Residential, ,0,0,0
51613,NNO,Existing Residential, ,0,0,0
51614,NNO,Existing Residential, ,0,0,0
51615,NNO,Existing Residential, ,0,0,0
51616,NNO,Existing Residential,Ho Hao Hon,220,0,0
51617,NNO,Existing Residential,Co Bac,260,0,0
51618,NNO,Existing Residential, ,0,0,0
51619,NNO,Existing Residential, ,0,0,0
